STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ARE,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,4.021292,A,Biennial,United Arab Emirates,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,HKG,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.969004,A,Biennial,"Hong Kong SAR, China",Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CHE,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,4.021835,A,Biennial,Switzerland,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,USA,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,4.045132,A,Biennial,United States,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NZL,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.990676,A,Biennial,New Zealand,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,FRA,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.99688,A,Biennial,France,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ESP,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.83987,A,Biennial,Spain,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,AUS,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.968431,A,Biennial,Australia,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ITA,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.852904,A,Biennial,Italy,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CAN,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.750496,A,Biennial,Canada,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,NOR,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.691019,A,Biennial,Norway,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CZE,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.4646,A,Biennial,Czechia,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,PRT,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.247268,A,Biennial,Portugal,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LUX,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.631442,A,Biennial,Luxembourg,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,KOR,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.725528,A,Biennial,"Korea, Rep.",Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CHN,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.753218,A,Biennial,China,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TWN,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.720193,A,Biennial,"Taiwan, China",Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,POL,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.208902,A,Biennial,Poland,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,IRL,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.293335,A,Biennial,Ireland,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,QAT,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.375,A,Biennial,Qatar,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,HUN,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.270945,A,Biennial,Hungary,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,THA,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.138133,A,Biennial,Thailand,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ZAF,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.186554,A,Biennial,South Africa,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CHL,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.209678,A,Biennial,Chile,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SVN,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.261905,A,Biennial,Slovenia,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,EST,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.098638,A,Biennial,Estonia,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ISR,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.328609,A,Biennial,Israel,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,PAN,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.130318,A,Biennial,Panama,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,VNM,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.00549,A,Biennial,Viet Nam,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ISL,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.185584,A,Biennial,Iceland,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MYS,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.147186,A,Biennial,Malaysia,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,GRC,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.172495,A,Biennial,Greece,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,OMN,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.155275,A,Biennial,Oman,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,IND,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,2.905174,A,Biennial,India,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CYP,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,2.892454,A,Biennial,Cyprus,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,IDN,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,2.895,A,Biennial,Indonesia,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,TUR,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.210029,A,Biennial,Turkiye,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,ROU,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,2.906903,A,Biennial,Romania,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,HRV,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.01282,A,Biennial,Croatia,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,CIV,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,2.886806,A,Biennial,Cote d'Ivoire,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,MEX,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,2.846917,A,Biennial,Mexico,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,BGR,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,2.762986,A,Biennial,Bulgaria,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,SVK,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,3.0,A,Biennial,Slovak Republic,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A2,LTU,LPI_INF,_Z,_Z,_Z,SCORE,WB_LPI_SC,_Z,_Z,2018,_Z,NUMBER,2,WB_LPI,602,0,PU,2.729618,A,Biennial,Lithuania,Logistics Performance Index (LPI): Trade- and transport-related infrastructure component,Not applicable,Not applicable,Not applicable,Score,Metric: Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,Logistics Performance Index (LPI),CCYY,Units,Normal value,Public
